"model","archetype","rank","gene","score","abs_score"
"A5","A5",34,"TFF1",-0.862488787495786,0.862488787495786
"A5","A5",35,"SYNE2",0.850998346552724,0.850998346552724
"A5","A5",36,"PHGR1",-0.84283220316041,0.84283220316041
"A5","A5",37,"FXYD3",-0.83888835310141,0.83888835310141
"A5","A5",38,"APBB2",0.816328328433764,0.816328328433764
"A5","A5",39,"PABPC1",0.811771364233785,0.811771364233785
"A5","A5",40,"PHLDA1",0.797213482867704,0.797213482867704
"A5","A5",41,"ITPR2",0.795093292242094,0.795093292242094
"A5","A5",42,"ACTG1",0.794591032416514,0.794591032416514
"A5","A5",43,"CDK6",0.792718090779566,0.792718090779566
"A5","A5",44,"FAM13A",-0.792070088127154,0.792070088127154
"A5","A5",45,"KLK6",0.786132963825882,0.786132963825882
"A5","A5",46,"LINC01811",0.761381572277041,0.761381572277041
"A5","A5",47,"HSPD1",0.750905367837586,0.750905367837586
"A5","A5",48,"CCND1",0.740510567549804,0.740510567549804
"A5","A5",49,"ARID5B",0.739251690624175,0.739251690624175
"A5","A5",50,"CCSER2",0.731145930905035,0.731145930905035
"A5","A5",51,"GPHN",0.728841549017271,0.728841549017271
"A5","A5",52,"ZNRF3",0.727350294094057,0.727350294094057
"A5","A5",53,"RAN",0.725632211056813,0.725632211056813
"A5","A5",54,"CA9",0.720394342208657,0.720394342208657
"A5","A5",55,"MUC17",-0.717067025022061,0.717067025022061
"A5","A5",56,"RCN1",0.716554928074149,0.716554928074149
"A5","A5",57,"SSB",0.715815643961755,0.715815643961755
"A5","A5",58,"PPIA",0.710688305088214,0.710688305088214
"A5","A5",59,"CCT6A",0.707126318456954,0.707126318456954
"A5","A5",60,"CCT2",0.705161422731123,0.705161422731123
"A5","A5",61,"DSP",0.700989397925321,0.700989397925321
"A5","A5",62,"SOX4",0.695786083991384,0.695786083991384
"A5","A5",63,"CEMIP",0.695047061282883,0.695047061282883
"A5","A5",64,"TESC",0.691967628053972,0.691967628053972
"A5","A5",65,"KRT20",-0.684818098868088,0.684818098868088
"A5","A5",66,"BMP4",0.677764528454494,0.677764528454494
"A5","A5",67,"LCN2",0.676197425882096,0.676197425882096
"A5","A5",68,"H3-3B",0.670109312260024,0.670109312260024
"A5","A5",69,"SLC25A3",0.667251848504388,0.667251848504388
"A5","A5",70,"SLC6A8",-0.665931447473551,0.665931447473551
"A5","A5",71,"AQP5",0.661408076200314,0.661408076200314
"A5","A5",72,"MECOM",0.657746194085043,0.657746194085043
"A5","A5",73,"PLCB4",0.656361641167684,0.656361641167684
"A5","A5",74,"SLC25A5",0.649112945449779,0.649112945449779
"A5","A5",75,"RSL1D1",0.637469486299181,0.637469486299181
"A5","A5",76,"NELL1",0.635646618315708,0.635646618315708
"A5","A5",77,"CCND2",0.633083660347156,0.633083660347156
"A5","A5",78,"NIPSNAP1",0.630159952789241,0.630159952789241
"A5","A5",79,"LGR5",0.629153284383428,0.629153284383428
"A5","A5",80,"CCT3",0.621008235999125,0.621008235999125
"A5","A5",81,"PRAP1",-0.615995006666157,0.615995006666157
"A5","A5",82,"SERPINB1",0.615347216323829,0.615347216323829
"A5","A5",83,"LSAMP",0.607308955571025,0.607308955571025
"A5","A5",84,"HNRNPA2B1",0.606386621257258,0.606386621257258
"A5","A5",85,"IER3",0.60552991674866,0.60552991674866
"A5","A5",86,"MGST1",0.596660268830202,0.596660268830202
"A5","A5",87,"ESD",0.595727643362339,0.595727643362339
"A5","A5",88,"CERS6",0.594601893130038,0.594601893130038
"A5","A5",89,"SLC11A2",-0.589716875172154,0.589716875172154
"A5","A5",90,"H4C3",-0.58912279778112,0.58912279778112
"A5","A5",91,"PERP",0.585172238779351,0.585172238779351
"A5","A5",92,"ALDH1A1",0.580931592282088,0.580931592282088
"A5","A5",93,"CCT5",0.580672739389002,0.580672739389002
"A5","A5",94,"PTPRR",-0.57984462855254,0.57984462855254
"A5","A5",95,"YWHAB",0.57968541406997,0.57968541406997
"A5","A5",96,"CXCL5",0.579066925317191,0.579066925317191
"A5","A5",97,"NRXN3",0.577752738505719,0.577752738505719
"A5","A5",98,"NQO1",0.576927281754241,0.576927281754241
"A5","A5",99,"PIK3R1",0.576844318469807,0.576844318469807
"A5","A5",100,"TGFBR2",0.575753666279789,0.575753666279789
